,Rain,Temp,NR,VPD,PET,Sap velocity (cm/h),Sap velocity_LR (cm/h),Sap velocity_o (cm/h),Total SF (cm3/h),Total SF_LR (cm3/h),Total SF_o (cm3/h),S1,S2,S3,S_avg
2021-05-05 22:30:00,0.0,7.3,0.5,0.6489215307661444,0.1565724921384879,0.13072825128773005,-0.11767776564262858,-0.7314939794792601,7.963374379787532,-7.168397762214278,-44.559308013177,0.36,0.197,0.126,0.22766666666666666
2021-05-05 23:00:00,0.0,3.9,0.4,0.6446513177091742,0.1462190119052991,0.0856340619920676,-0.16279047963379448,-0.7766607190278483,5.216440123595334,-9.916460459153694,-47.310661702962975,0.359,0.197,0.127,0.22766666666666668
2021-05-05 23:30:00,0.0,3.9,0.4,0.639831167123007,0.1366345382739927,0.017811156051498963,-0.23064190613767152,-0.844595027255499,1.0849751478945782,-14.049662778702546,-51.44891280262745,0.359,0.197,0.127,0.22766666666666668
2021-05-06 00:00:00,0.0,10.3,0.3,0.9489768362757992,0.1744969014877826,0.11141972242968688,-0.1369941836000034,-0.8219256177652768,6.787186046317787,-8.34506666396883,-50.067994807006016,0.358,0.197,0.128,0.22766666666666666
2021-05-06 00:30:00,0.0,10.3,0.3,0.958248157194739,0.1384389234441518,-0.04749919530915915,-0.2959804693017644,-0.9811327540824727,-2.8934363556424656,-18.0297928178313,-59.766174182459,0.358,0.197,0.128,0.22766666666666666
2021-05-06 01:00:00,0.0,2.8,0.4,0.9663022857548174,0.1486794476461258,0.0207559490092377,-0.2276958584158551,-0.9127518234299067,1.2643586289894289,-13.870202863049668,-55.60071686270839,0.357,0.197,0.128,0.22733333333333336
2021-05-06 01:30:00,0.0,2.8,0.4,0.9923749567665364,0.1247274094569303,0.0207559490092377,-0.2276958584158551,-0.9127518234299067,1.2643586289894289,-13.870202863049668,-55.60071686270839,0.357,0.197,0.128,0.22733333333333336
2021-05-06 02:00:00,0.0,1.8,0.3,1.0067352303131012,0.1560614753242056,0.04345853141046178,-0.20498365261839088,-0.8900080692150866,2.647297368459064,-12.486677909763888,-54.21527012238714,0.356,0.197,0.129,0.2273333333333333
2021-05-06 02:30:00,0.0,1.8,0.3,1.0126447262691622,0.1206386776845442,-0.001971159354010162,-0.25043268937137897,-0.9355204813290725,-0.12007412126743845,-15.255227869696972,-56.98768062295401,0.356,0.197,0.129,0.2273333333333333
2021-05-06 03:00:00,0.0,0.5,0.4,1.0185553551745852,0.1594129133530541,-0.001971159354010162,-0.25043268937137897,-0.9355204813290725,-0.12007412126743845,-15.255227869696972,-56.98768062295401,0.355,0.197,0.129,0.227
2021-05-06 03:30:00,0.0,0.5,0.4,1.0257048581362065,0.1674320603226747,0.06613664791561108,-0.18229601161380904,-0.8672891574841612,4.028745756087677,-11.10464933266579,-52.83133667393531,0.355,0.197,0.129,0.227
2021-05-06 04:00:00,0.0,-0.1,0.4,1.0229433507188117,0.2036872942856223,0.06613664791561108,-0.18229601161380904,-0.8672891574841612,4.028745756087677,-11.10464933266579,-52.83133667393531,0.354,0.197,0.129,0.22666666666666666
2021-05-06 04:30:00,0.0,-0.1,0.4,1.0275307840540586,0.1988364000151499,-0.04749919530915915,-0.2959804693017644,-0.9811327540824727,-2.8934363556424656,-18.0297928178313,-59.766174182459,0.354,0.197,0.129,0.22666666666666666
2021-05-06 05:00:00,0.0,-0.8,0.4,1.0269962268315307,0.2358643278242433,0.0207559490092377,-0.2276958584158551,-0.9127518234299067,1.2643586289894289,-13.870202863049668,-55.60071686270839,0.353,0.197,0.129,0.22633333333333336
2021-05-06 05:30:00,0.0,-0.8,0.4,1.0278320131159515,0.2053524182570626,-0.024722853960786696,-0.27319420606682737,-0.9583141043328758,-1.5060045543884368,-16.641756620079274,-58.37616514457064,0.353,0.197,0.129,0.22633333333333336
2021-05-06 06:00:00,0.0,-1.4,1.3,1.0248232387055658,0.2058939784657197,-0.09312606131184126,-0.34162747968295903,-1.026845381494196,-5.672818869954889,-20.810402436661402,-62.55078089430184,0.353,0.196,0.129,0.22599999999999998
2021-05-06 06:30:00,0.0,-1.4,1.3,1.0167868440397387,0.2298579059804634,0.04345853141046178,-0.20498365261839088,-0.8900080692150866,2.647297368459064,-12.486677909763888,-54.21527012238714,0.353,0.196,0.129,0.22599999999999998
2021-05-06 07:00:00,0.0,0.4,29.0,1.001807328762676,0.2109734336715794,-0.04749919530915915,-0.2959804693017644,-0.9811327540824727,-2.8934363556424656,-18.0297928178313,-59.766174182459,0.352,0.196,0.129,0.22566666666666668
2021-05-06 07:30:00,0.0,0.4,29.0,0.9858003468117094,0.2307815498219594,0.0207559490092377,-0.2276958584158551,-0.9127518234299067,1.2643586289894289,-13.870202863049668,-55.60071686270839,0.352,0.196,0.129,0.22566666666666668
2021-05-06 08:00:00,0.0,3.7,77.7,0.9578305900711396,0.2153266453329027,-0.001971159354010162,-0.25043268937137897,-0.9355204813290725,-0.12007412126743845,-15.255227869696972,-56.98768062295401,0.351,0.196,0.129,0.2253333333333333
